# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.80825808932417,4.944383473672608,-0.06644862046601317,0,3.0,-0.18287606629719227,180.0,0.0,0.0
 0.08989034206510545,1.820378491567985,4.944369417063613,-0.06644862046601317,0.2696710261953164,3.000000000000001,-0.18287606629719227,180.0,-3.38754064370046,0.0
 0.12775031575445317,1.8327382245734223,4.944327416423499,-0.19470082010810863,0.3832509472633596,3.000000000000001,-0.17102940092796712,180.0,-4.149307844717076,0.0
 0.1572201444233009,1.8453350777514694,4.944257725532566,-0.3169802113862267,0.4716604332699028,3.0,-0.16019385696899474,180.0,-4.633059779940643,0.0
 0.182408682300292,1.858166840513114,4.944160598171117,-0.4336802131396256,0.5472260469008762,3.000000000000002,-0.15026305108443466,180.0,-4.957148026614609,0.0
 0.20489744462988768,1.8712313022693439,4.944036288119458,-0.5451603369427858,0.6146923338896632,2.9999999999999973,-0.14114377807973477,180.0,-5.175502988432837,0.0
 0.22549243088552923,1.884526252431147,4.943885049157889,-0.6517497498555919,0.6764772926565878,3.0000000000000027,-0.132754143932052,180.0,-5.318921535487856,0.0
 0.2446693726141286,1.8980494804095112,4.943707135066712,-0.7537503982006347,0.734008117842386,2.9999999999999987,-0.1250219953417482,180.0,-5.407111764489804,1.5731433377597899e-12
 0.2627362001868007,1.9117987756154238,4.943502799626233,-0.8514397541158389,0.7882086005604023,3.0000000000000013,-0.11788359350601621,180.00000000000003,-5.4535843119535485,-1.6553927508785493e-12
 0.27990536406970407,1.9257719274598728,4.943272296616753,-0.9450732369170001,0.8397160922091124,3.0,-0.11128249020242106,180.0,-5.468034371026234,0.0
 0.29633048322423944,1.9399667253538462,4.943015879818574,-1.0348863530022008,0.8889914496727184,2.9999999999999933,-0.10516857201667108,180.0,-5.457647065053047,0.0
 0.3121267115007481,1.9543809587083314,4.9427338030120005,-1.1210965918943965,0.9363801345022443,2.9999999999999964,-0.09949724557979958,180.0,-5.427874981083116,0.0
 0.32738286946288275,1.9690124169343162,4.942426319977335,-1.203905110004519,0.9821486083886483,3.0,-0.09422873995412506,180.0,-5.311895053572587,0.0
 0.3423668099505639,1.9838588894427887,4.942093684494879,-1.2834982293640584,1.0,1.1913682936760215,-0.08932750836970256,180.0,-5.081849787097142,1.8867907172880666e-12
 0.3574303298046658,1.9989181656447363,4.941736150344936,-1.36004877452756,1.0,0.0,-0.0847617128259011,180.00000000000003,-4.822924734528149,-1.8607108632420522e-12
 0.3727049810102179,2.0141880349511467,4.94135397130781,-1.4337172676381071,1.0,0.0,-0.08050278007863931,180.0,-4.581348925362846,0.0
 0.388188571638459,2.029666286773008,4.940947401163802,-1.5046529989235577,1.0,0.0,-0.07652501679924557,180.0,-4.35567387524944,0.0
 0.4038789080670207,2.045350710521308,4.9405166936932154,-1.5729949873993185,1.0,0.0,-0.07280527576621779,180.0,-4.144594246319556,0.0
 0.4197737950947709,2.0612390956070343,4.940062102676354,-1.6388728447204315,1.0,0.0,-0.06932266584959876,180.0,-3.9469315808030414,-1.7656261414316363e-12
 0.4358710360471271,2.0773292314411744,4.939583881893519,-1.7024075533990823,1.0,0.0,-0.06605829928593271,179.99999999999997,-3.761620108302154,1.7439416696088153e-12
 0.4521684328727786,2.0936189074347165,4.939082285125014,-1.7637121690114324,1.0,0.0,-0.06299507004066168,180.0,-3.587694347070634,0.0
 0.4686637862326389,2.110105912998648,4.938557566151143,-1.822892455013536,1.0,0.0,-0.06011746083794365,180.0,-3.424278237212817,0.0
 0.48535489558177075,2.126788037543957,4.9380099787522065,-1.8800474575127075,1.0,0.0,-0.057411372877724,180.0,-3.270575599200173,0.0
 0.5022395592449364,2.1436630704816313,4.9374397767085085,-1.9352700264901588,1.0,0.0,-0.054863976721538824,180.0,-3.1258617448964987,1.6644228192920173e-12
 0.5193155744863601,2.1607288012226578,4.936847213800353,-1.988647289288595,1.0,0.0,-0.052463580095018864,180.00000000000003,-2.9894760755105088,-1.6461882975417896e-12
 0.5365807375742313,2.1779830191780256,4.93623254380804,-2.040261081279573,1.0,0.0,-0.050199512093970916,180.0,-2.8608155447654617,-1.6285546854301823e-12
 0.5540328438404059,2.1954235137587217,4.935596020511874,-2.0901883381747437,1.0,0.0,-0.04806202030090395,179.99999999999997,-2.7393288782049248,0.0
 0.571669687735745,2.2130480743757337,4.9349378976921585,-2.1385014539776384,1.0,0.0,-0.04604217917272193,179.99999999999997,-2.6245114407322894,3.189978234140787e-12
 0.5894890628814562,2.23085449044005,4.934258429129196,-2.1852686079142583,1.0,0.0,-0.044131809419058574,180.00000000000003,-2.5159006835488853,-1.5790102411613315e-12
 0.6074887621167825,2.2488405513626573,4.933557868603288,-2.23055406352409,1.0,0.0,-0.042323405908980385,180.0,-2.4130720888197517,0.0
 0.6256665775433512,2.2670040465545442,4.932836469894737,-2.27441844256566,1.0,0.0,-0.04061007334611593,180.0,-2.3156355571850082,0.0
 0.6440203005664538,2.285342765426699,4.932094486783849,-2.3169189762046813,1.0,0.0,-0.03898546923176499,180.0,-2.2232321851256445,0.0
 0.6625477219335115,2.303854497390108,4.931332173050924,-2.358109735695309,1.0,0.0,-0.03744375208817006,180.0,-2.1355313753463023,0.0
 0.6812466317699588,2.32253703185576,4.930549782476265,-2.3980418443358134,1.0,0.0,-0.035979536529285816,180.0,-2.0522282578994764,0.0
