# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.80825808932417,4.944383473672608,-0.06644862046601317,0,3.0,-0.18287606629719227,180.0,0.0,0.0
 0.08989034206510545,1.820378491567985,4.944369417063613,-0.06644862046601317,0.2696710261953164,3.000000000000001,-0.18287606629719227,180.0,-3.38754064370046,0.0
 0.12775031575445317,1.8327382245734223,4.944327416423499,-0.19470082010810863,0.3832509472633596,3.000000000000001,-0.17102940092796712,180.0,-4.149307844717076,0.0
 0.1572201444233009,1.8453350777514694,4.944257725532566,-0.3169802113862267,0.4716604332699028,3.0,-0.16019385696899474,180.0,-4.633059779940643,0.0
 0.182408682300292,1.858166840513114,4.944160598171117,-0.4336802131396256,0.5472260469008762,3.000000000000002,-0.15026305108443466,180.0,-4.957148026614609,0.0
 0.20489744462988768,1.8712313022693439,4.944036288119458,-0.5451603369427858,0.6146923338896632,2.9999999999999973,-0.14114377807973477,180.0,-5.175502988432837,0.0
 0.22549243088552923,1.884526252431147,4.943885049157889,-0.6517497498555919,0.6764772926565878,3.0000000000000027,-0.132754143932052,180.0,-5.318921535487856,0.0
 0.2446693726141286,1.8980494804095112,4.943707135066712,-0.7537503982006347,0.734008117842386,2.9999999999999987,-0.1250219953417482,180.0,-5.407111764489804,1.5731433377597899e-12
 0.2627362001868007,1.9117987756154238,4.943502799626233,-0.8514397541158389,0.7882086005604023,3.0000000000000013,-0.11788359350601621,180.00000000000003,-5.4535843119535485,-1.6553927508785493e-12
 0.27990536406970407,1.9257719274598728,4.943272296616753,-0.9450732369170001,0.8397160922091124,3.0,-0.11128249020242106,180.0,-5.468034371026234,0.0
 0.29633048322423944,1.9399667253538462,4.943015879818574,-1.0348863530022008,0.8889914496727184,2.9999999999999933,-0.10516857201667108,180.0,-5.457647065053047,0.0
 0.3121267115007481,1.9543809587083314,4.9427338030120005,-1.1210965918943965,0.9363801345022443,2.9999999999999964,-0.09949724557979958,180.0,-5.427874981083116,0.0
 0.32738286946288275,1.9690124169343162,4.942426319977335,-1.203905110004519,0.9821486083886483,3.0,-0.09422873995412506,180.0,-5.382930891801837,0.0
 0.34216907440576233,1.9838588894427887,4.942093684494879,-1.2834982293640584,1.026507223217287,2.9999999999999964,-0.08932750836970256,180.0,-5.326115208697022,1.9774816564809725e-12
 0.3565417535844819,1.9989181656447363,4.941736150344936,-1.36004877452756,1.0696252607534458,3.000000000000004,-0.0847617128259011,180.00000000000003,-5.260041926830328,-2.029353077872446e-12
